badgeId,game,badgeName,group,status,year,universeId,rootPlaceId,note,badgeUrl,gameUrl,checkedAt
"4181684440049565","Classic: Crossroads","Secret Quest: Crossroads Real-estate","game","confirmed","2006","13058","1818","The current badge name or description explicitly identifies a secret quest.","https://www.roblox.com/badges/4181684440049565","https://www.roblox.com/games/1818","2026-09-19T19:55:59.165Z"
"2701017739640148","Sword Fights on the Heights IV","Secret Quest: The Signature Shedletsky Secret","game","confirmed","2007","156639","47324","The current badge name or description explicitly identifies a secret quest.","https://www.roblox.com/badges/2701017739640148","https://www.roblox.com/games/47324","2026-09-19T19:55:59.165Z"
"957969410424528","Rocket Arena","Secret Quest: Rocket Arena Rocket Run","game","confirmed","2008","246424","25415","The current badge name or description explicitly identifies a secret quest.","https://www.roblox.com/badges/957969410424528","https://www.roblox.com/games/25415","2026-09-19T19:55:59.165Z"
"3462700280399954","Chaos Canyon","Secret Quest: Chaos Canyon Chaos","game","confirmed","2009","295594","14403","The current badge name or description explicitly identifies a secret quest.","https://www.roblox.com/badges/3462700280399954","https://www.roblox.com/games/14403","2026-09-19T19:55:59.165Z"
"1139187141620288","Work at a Pizza Place","honeypot","game","confirmed","2010","47545","192800","Secret quest badge confirmed and pinned against automatic discovery.","https://www.roblox.com/badges/1139187141620288","https://www.roblox.com/games/192800","2026-09-19T19:55:59.165Z"
"1348867724098929","Natural Disaster Survival","Roblox 20 Secret Quest - Hat Donation Box","game","confirmed","2011","65241","189707","The current badge name or description explicitly identifies a secret quest.","https://www.roblox.com/badges/1348867724098929","https://www.roblox.com/games/189707","2026-09-19T19:55:59.165Z"
"4361658936974448","Base Wars: The Land!","The Trials","game","confirmed","2012","29676957","18164449","Secret quest badge confirmed at the user's request and pinned against automatic discovery.","https://www.roblox.com/badges/4361658936974448","https://www.roblox.com/games/18164449","2026-09-24T16:35:09.878Z"
"1108428691360808","Apocalypse Rising 2","Rotten Beans","game","confirmed","2013","358276974","863266079","Marked as a secret quest at the user's request based on substantial award activity (22,112 awards when checked). Pinned against automatic discovery; this designation is not an official Roblox confirmation.","https://www.roblox.com/badges/1108428691360808","https://www.roblox.com/games/863266079","2026-09-22T14:47:46.795Z"
"3774948711767093","Murder Mystery 2","Roblox 20 Quest","game","unconfirmed","2014","66654135","142823291","No identifiable secret badge is currently exposed in this game catalog. Tracking the newest visible badge as a reference only; it may be a main quest or unrelated.","https://www.roblox.com/badges/3774948711767093","https://www.roblox.com/games/142823291","2026-09-19T19:55:59.165Z"
"3076577728413252","Lumber Tycoon 2","b","game","candidate","2015","2471084","13822889","Likely secret badge: recently created with an obscure or placeholder name. This is an inference, not a confirmed secret-quest identification.","https://www.roblox.com/badges/3076577728413252","https://www.roblox.com/games/13822889","2026-09-19T19:55:59.165Z"
"3820258633736651","Roblox High School","Secrets from the Vault","game","confirmed","2016","16371559","9689581","Marked as a secret quest at the user's request based on substantial award activity (25,918 awards when checked). Pinned against automatic discovery; this designation is not an official Roblox confirmation.","https://www.roblox.com/badges/3820258633736651","https://www.roblox.com/games/9689581","2026-09-22T14:47:46.818Z"
"2956780634054386","Jailbreak","Unknown R20 Badge","game","confirmed","2017","245662005","606849621","Secret quest badge confirmed at the user's request and pinned against automatic discovery.","https://www.roblox.com/badges/2956780634054386","https://www.roblox.com/games/606849621","2026-09-19T19:55:59.165Z"
"3440043305038685","Build A Boat For Treasure","Test","game","candidate","2018","210851291","537413528","Likely secret badge: recently created with an obscure or placeholder name. This is an inference, not a confirmed secret-quest identification.","https://www.roblox.com/badges/3440043305038685","https://www.roblox.com/games/537413528","2026-09-19T19:55:59.165Z"
"2344531550519489","Adopt Me!","Roblox 20 Eggburt's Quest","game","confirmed","2019","383310974","920587237","Marked as a secret quest at the user's request based on substantial award activity (107,096 awards when checked). Pinned against automatic discovery; this designation is not an official Roblox confirmation.","https://www.roblox.com/badges/2344531550519489","https://www.roblox.com/games/920587237","2026-09-22T14:47:46.818Z"
"2124728600","World // Zero","Heart of Fire","game","confirmed","2020","985731078","2727067538","Secret quest badge confirmed at the user's request and pinned against automatic discovery.","https://www.roblox.com/badges/2124728600","https://www.roblox.com/games/2727067538","2026-09-24T16:35:09.936Z"
"3494811902417077","Piggy","R20 - ???","game","confirmed","2021","1516533665","4623386862","Secret quest badge confirmed and pinned against automatic discovery.","https://www.roblox.com/badges/3494811902417077","https://www.roblox.com/games/4623386862","2026-09-19T19:55:59.165Z"
"2308865322054249","Berry Avenue RP","Badge","game","confirmed","2022","3240075297","8481844229","Secret quest badge confirmed at the user's request and pinned against automatic discovery.","https://www.roblox.com/badges/2308865322054249","https://www.roblox.com/games/8481844229","2026-09-24T16:35:09.974Z"
"1290359287112082","Blade Ball","dsfsffda","game","confirmed","2023","4777817887","13772394625","Secret quest badge confirmed and pinned against automatic discovery.","https://www.roblox.com/badges/1290359287112082","https://www.roblox.com/games/13772394625","2026-09-19T19:55:59.165Z"
"2905113986457612","Dress To Impress","Blast From the Past","game","confirmed","2024","5203828273","15101393044","Marked as a secret quest at the user's request based on substantial award activity (67,054 awards when checked). Pinned against automatic discovery; this designation is not an official Roblox confirmation.","https://www.roblox.com/badges/2905113986457612","https://www.roblox.com/games/15101393044","2026-09-22T14:47:46.818Z"
"3405135718228192","Grow a Garden","Purchased Grandmaster Sprinkler!","game","candidate","2025","7436755782","126884695634066","Newest badge created alongside another event-period badge. Secret-quest role is unconfirmed.","https://www.roblox.com/badges/3405135718228192","https://www.roblox.com/games/126884695634066","2026-09-19T19:55:59.165Z"
